ManagedAreaName|ProgramID|ProgramName|ProgramLocationID|Year|Month|EarliestSampleDate|LastSampleDate|N|Min|Max|Median|Mean|StandardDeviation
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB14|2013|10|2013-10-07|2013-10-07|1|0.2|0.2|0.2|0.2|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB14|2013|12|2013-12-02|2013-12-02|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB14|2014|4|2014-04-07|2014-04-07|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB14|2015|5|2015-05-04|2015-05-04|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|1995|3|1995-03-07|1995-03-07|1|0.1|0.1|0.1|0.1|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|1995|10|1995-10-03|1995-10-03|1|0.1|0.1|0.1|0.1|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|1995|11|1995-11-14|1995-11-14|1|0.1|0.1|0.1|0.1|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|1995|12|1995-12-05|1995-12-05|1|0.1|0.1|0.1|0.1|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|1996|2|1996-02-06|1996-02-06|1|0.1|0.1|0.1|0.1|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|2004|11|2004-11-08|2004-11-08|1|0.6|0.6|0.6|0.6|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|2004|12|2004-12-07|2004-12-07|1|0.8|0.8|0.8|0.8|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|2005|2|2005-02-08|2005-02-08|1|0.5|0.5|0.5|0.5|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|2005|3|2005-03-08|2005-03-08|1|0.7|0.7|0.7|0.7|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|2005|4|2005-04-05|2005-04-05|1|0.5|0.5|0.5|0.5|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|2005|5|2005-05-03|2005-05-03|1|0.5|0.5|0.5|0.5|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|2005|7|2005-07-12|2005-07-12|1|0.8|0.8|0.8|0.8|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|2005|9|2005-09-13|2005-09-13|1|0.5|0.5|0.5|0.5|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|2005|11|2005-11-08|2005-11-08|1|0.8|0.8|0.8|0.8|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|2006|1|2006-01-10|2006-01-10|1|0.6|0.6|0.6|0.6|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|2006|2|2006-02-07|2006-02-07|1|0.6|0.6|0.6|0.6|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|2006|6|2006-06-06|2006-06-06|1|0.5|0.5|0.5|0.5|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|2008|10|2008-10-07|2008-10-07|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|2009|9|2009-09-15|2009-09-15|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|2010|4|2010-04-06|2010-04-06|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|2010|5|2010-05-04|2010-05-04|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|2010|9|2010-09-14|2010-09-14|1|0.01|0.01|0.01|0.01|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|2010|11|2010-11-02|2010-11-02|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|2011|8|2011-08-02|2011-08-02|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|2011|10|2011-10-04|2011-10-04|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|2011|12|2011-12-06|2011-12-06|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|2012|4|2012-04-03|2012-04-03|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|2012|8|2012-08-07|2012-08-07|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB17|2014|2|2014-02-11|2014-02-11|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB19|1995|11|1995-11-14|1995-11-14|1|0.1|0.1|0.1|0.1|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB19|2004|11|2004-11-08|2004-11-08|1|0.7|0.7|0.7|0.7|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB19|2005|2|2005-02-08|2005-02-08|1|0.5|0.5|0.5|0.5|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB19|2005|3|2005-03-08|2005-03-08|1|0.5|0.5|0.5|0.5|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB19|2005|4|2005-04-05|2005-04-05|1|0.7|0.7|0.7|0.7|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB19|2005|5|2005-05-03|2005-05-03|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB19|2005|6|2005-06-07|2005-06-07|1|0.6|0.6|0.6|0.6|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB19|2005|10|2005-10-04|2005-10-04|1|0.8|0.8|0.8|0.8|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB19|2005|12|2005-12-06|2005-12-06|1|0.8|0.8|0.8|0.8|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB19|2006|1|2006-01-10|2006-01-10|1|0.7|0.7|0.7|0.7|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB19|2006|3|2006-03-07|2006-03-07|1|0.7|0.7|0.7|0.7|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB19|2006|8|2006-08-08|2006-08-08|1|0.6|0.6|0.6|0.6|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB19|2007|9|2007-09-11|2007-09-11|1|0.67|0.67|0.67|0.67|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB19|2009|9|2009-09-15|2009-09-15|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB19|2009|11|2009-11-03|2009-11-03|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB19|2010|3|2010-03-02|2010-03-02|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB19|2010|10|2010-10-05|2010-10-05|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB19|2010|12|2010-12-07|2010-12-07|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB19|2011|9|2011-09-13|2011-09-13|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB19|2013|8|2013-08-06|2013-08-06|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB19|2013|10|2013-10-08|2013-10-08|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB19|2014|2|2014-02-11|2014-02-11|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|1995|10|1995-10-03|1995-10-03|1|0.1|0.1|0.1|0.1|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|1995|11|1995-11-14|1995-11-14|1|0.1|0.1|0.1|0.1|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|1995|12|1995-12-05|1995-12-05|1|0.1|0.1|0.1|0.1|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2004|2|2004-02-03|2004-02-03|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2004|4|2004-04-06|2004-04-06|1|0.2|0.2|0.2|0.2|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2004|5|2004-05-04|2004-05-04|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2004|7|2004-07-06|2004-07-06|1|0.2|0.2|0.2|0.2|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2004|8|2004-08-03|2004-08-03|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2004|11|2004-11-08|2004-11-08|1|0.8|0.8|0.8|0.8|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2004|12|2004-12-07|2004-12-07|1|0.6|0.6|0.6|0.6|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2005|2|2005-02-08|2005-02-08|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2005|3|2005-03-08|2005-03-08|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2005|4|2005-04-05|2005-04-05|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2005|5|2005-05-03|2005-05-03|1|0.5|0.5|0.5|0.5|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2005|6|2005-06-07|2005-06-07|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2005|8|2005-08-02|2005-08-02|1|0.6|0.6|0.6|0.6|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2005|9|2005-09-13|2005-09-13|1|0.6|0.6|0.6|0.6|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2005|10|2005-10-04|2005-10-04|1|0.6|0.6|0.6|0.6|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2005|12|2005-12-06|2005-12-06|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2006|1|2006-01-10|2006-01-10|1|0.7|0.7|0.7|0.7|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2006|2|2006-02-07|2006-02-07|1|0.7|0.7|0.7|0.7|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2006|3|2006-03-07|2006-03-07|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2006|5|2006-05-02|2006-05-02|1|0.5|0.5|0.5|0.5|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2006|7|2006-07-11|2006-07-11|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2006|8|2006-08-08|2006-08-08|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2006|9|2006-09-12|2006-09-12|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2007|1|2007-01-09|2007-01-09|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2007|4|2007-04-03|2007-04-03|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2007|9|2007-09-11|2007-09-11|1|0.1|0.1|0.1|0.1|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2008|2|2008-02-05|2008-02-05|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2008|4|2008-04-08|2008-04-08|1|0.2|0.2|0.2|0.2|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2008|5|2008-05-06|2008-05-06|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2009|3|2009-03-03|2009-03-03|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2009|4|2009-04-07|2009-04-07|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2009|5|2009-05-05|2009-05-05|1|0.2|0.2|0.2|0.2|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2009|7|2009-07-07|2009-07-07|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2009|9|2009-09-15|2009-09-15|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2009|10|2009-10-06|2009-10-06|1|0.2|0.2|0.2|0.2|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2009|11|2009-11-03|2009-11-03|1|0.2|0.2|0.2|0.2|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2010|1|2010-01-05|2010-01-05|1|0.2|0.2|0.2|0.2|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2010|3|2010-03-02|2010-03-02|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2010|7|2010-07-13|2010-07-13|1|0.2|0.2|0.2|0.2|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2010|9|2010-09-14|2010-09-14|1|0.01|0.01|0.01|0.01|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2010|10|2010-10-05|2010-10-05|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2010|12|2010-12-07|2010-12-07|1|0.1|0.1|0.1|0.1|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2011|1|2011-01-04|2011-01-04|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2011|3|2011-03-08|2011-03-08|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2011|6|2011-06-07|2011-06-07|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2011|7|2011-07-12|2011-07-12|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2011|8|2011-08-02|2011-08-02|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2011|9|2011-09-13|2011-09-13|1|0.2|0.2|0.2|0.2|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2011|11|2011-11-15|2011-11-15|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2012|1|2012-01-10|2012-01-10|1|0.2|0.2|0.2|0.2|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2012|2|2012-02-07|2012-02-07|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2013|8|2013-08-06|2013-08-06|1|0.2|0.2|0.2|0.2|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2013|9|2013-09-10|2013-09-10|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2013|10|2013-10-08|2013-10-08|1|0.2|0.2|0.2|0.2|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2013|12|2013-12-03|2013-12-03|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2014|2|2014-02-11|2014-02-11|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2014|3|2014-03-04|2014-03-04|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2014|10|2014-10-07|2014-10-07|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2015|2|2015-02-03|2015-02-03|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2015|4|2015-04-07|2015-04-07|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2015|6|2015-06-02|2015-06-02|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2015|8|2015-08-04|2015-08-04|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2016|4|2016-04-05|2016-04-05|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2016|10|2016-10-04|2016-10-04|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB24|2016|11|2016-11-15|2016-11-15|1|0.2|0.2|0.2|0.2|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|1995|10|1995-10-03|1995-10-03|1|0.1|0.1|0.1|0.1|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|1995|12|1995-12-05|1995-12-05|1|0.1|0.1|0.1|0.1|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|2004|11|2004-11-08|2004-11-08|1|0.7|0.7|0.7|0.7|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|2004|12|2004-12-07|2004-12-07|1|0.6|0.6|0.6|0.6|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|2005|2|2005-02-08|2005-02-08|1|0.6|0.6|0.6|0.6|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|2005|3|2005-03-08|2005-03-08|1|0.7|0.7|0.7|0.7|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|2005|4|2005-04-05|2005-04-05|1|0.7|0.7|0.7|0.7|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|2005|5|2005-05-03|2005-05-03|1|0.6|0.6|0.6|0.6|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|2005|6|2005-06-07|2005-06-07|1|0.5|0.5|0.5|0.5|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|2005|7|2005-07-12|2005-07-12|1|0.6|0.6|0.6|0.6|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|2005|9|2005-09-13|2005-09-13|1|0.5|0.5|0.5|0.5|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|2005|12|2005-12-06|2005-12-06|1|0.5|0.5|0.5|0.5|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|2006|2|2006-02-07|2006-02-07|1|0.7|0.7|0.7|0.7|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|2006|4|2006-04-04|2006-04-04|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|2006|6|2006-06-06|2006-06-06|1|0.7|0.7|0.7|0.7|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|2006|7|2006-07-11|2006-07-11|1|0.6|0.6|0.6|0.6|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|2007|7|2007-07-10|2007-07-10|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|2007|9|2007-09-11|2007-09-11|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|2009|3|2009-03-03|2009-03-03|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|2009|7|2009-07-07|2009-07-07|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|2009|12|2009-12-08|2009-12-08|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|2010|8|2010-08-03|2010-08-03|1|0.01|0.01|0.01|0.01|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|2010|9|2010-09-14|2010-09-14|1|0.01|0.01|0.01|0.01|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|2010|10|2010-10-05|2010-10-05|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|2011|6|2011-06-07|2011-06-07|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|2011|8|2011-08-02|2011-08-02|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|2012|9|2012-09-11|2012-09-11|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|2013|2|2013-02-05|2013-02-05|1|0.3|0.3|0.3|0.3|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB26|2014|2|2014-02-11|2014-02-11|1|0.4|0.4|0.4|0.4|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB27|1995|9|1995-09-14|1995-09-14|1|0.1|0.1|0.1|0.1|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB27|1995|11|1995-11-16|1995-11-16|1|0.1|0.1|0.1|0.1|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB27|1996|2|1996-02-08|1996-02-08|1|0.1|0.1|0.1|0.1|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB27|2004|11|2004-11-04|2004-11-04|1|0.6|0.6|0.6|0.6|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB27|2004|12|2004-12-09|2004-12-09|1|0.5|0.5|0.5|0.5|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB27|2005|2|2005-02-10|2005-02-10|1|0.6|0.6|0.6|0.6|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB27|2005|3|2005-03-10|2005-03-10|1|0.7|0.7|0.7|0.7|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB27|2005|4|2005-04-07|2005-04-07|1|0.6|0.6|0.6|0.6|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB27|2005|5|2005-05-05|2005-05-05|1|0.7|0.7|0.7|0.7|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB27|2005|6|2005-06-09|2005-06-09|1|0.7|0.7|0.7|0.7|
Biscayne Bay Aquatic Preserve|5002|Florida STORET / WIN|STORET_21FLDADE_BB27|2005|7|2005-07-14|2005-07-14|1|0.3|0.3|0.3|0.3|
