AreaID|ManagedAreaName|Month|ParameterName|ShellType|SizeClass|HabitatType|N_Data|Min|Max|Median|Mean|StandardDeviation|Programs|ProgramIDs
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|6|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|50|75|113|83.25|85.51|9.40770960436173|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|6|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|776|25|74|44|45.4107603092784|12.6654028450593|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|6|ShellHeight_mm|Live Oyster Shells||Natural|270|0|24.5|18.5|17.1666666666667|5.15696915397199|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|8|ShellHeight_mm|Dead Oyster Shells||Natural|34|5|96|32.5|34.8823529411765|20.7141654150331|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|8|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|4|81|94|84.5|86|6.27162924074226|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|8|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|50|25|70|40|42.72|13.0619247261275|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|8|ShellHeight_mm|Live Oyster Shells||Natural|13|7|24|19|17.5384615384615|5.18998048511721|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|9|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|60|75.09|125.69|85.045|89.2413333333333|13.1420518567555|Historical Oyster Body Size (HOBS) Study|5035
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|9|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|1095|25|74.86|34.77|38.6897534246575|12.1810161901052|Historical Oyster Body Size (HOBS) Study|5035
22|Indian River-Vero Beach to Ft. Pierce Aquatic Preserve|9|ShellHeight_mm|Dead Oyster Shells||Natural|767|9.21|24.99|21.4|20.7800391134289|3.10699058068125|Historical Oyster Body Size (HOBS) Study|5035
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|6|ShellHeight_mm|Dead Oyster Shells||Natural|92|8|86|31|34.8097826086957|17.5056854800961|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|6|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|74|25|72|35.5|37.7054054054054|10.1754457597069|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|6|ShellHeight_mm|Live Oyster Shells||Natural|48|9|24.9|18|17.4520833333333|4.90323339185842|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|8|ShellHeight_mm|Dead Oyster Shells||Natural|53|5|109|46|48.8301886792453|25.4948983200234|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|8|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|27|25|58|41|41.4074074074074|9.16204234562469|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
23|Jensen Beach to Jupiter Inlet Aquatic Preserve|8|ShellHeight_mm|Live Oyster Shells||Natural|15|7|21|16|14.6|4.9106298694043|Indian River Lagoon Oyster, Coastal Wetlands and Mangroves (MarineGEO site)|4016
25|Lemon Bay Aquatic Preserve|10|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|38|75.03|108.23|79.43|82.0718421052632|7.39684478214544|Historical Oyster Body Size (HOBS) Study|5035
25|Lemon Bay Aquatic Preserve|10|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|2029|25|74.19|37.91|40.2585510103499|11.5518859885087|Historical Oyster Body Size (HOBS) Study|5035
25|Lemon Bay Aquatic Preserve|10|ShellHeight_mm|Dead Oyster Shells||Natural|870|11.15|24.96|21.31|20.9765977011494|2.75257622381086|Historical Oyster Body Size (HOBS) Study|5035
25|Lemon Bay Aquatic Preserve|10|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|152|25|60|32|34.4473684210526|8.37118162332247|Historical Oyster Body Size (HOBS) Study|5035
25|Lemon Bay Aquatic Preserve|10|ShellHeight_mm|Live Oyster Shells||Natural|146|4|24|17|15.9315068493151|5.33001589471212|Historical Oyster Body Size (HOBS) Study|5035
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|6|ShellHeight_mm|Dead Oyster Shells||Natural|130|8|89|39|41.1307692307692|16.2090932759995|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|6|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|7|75|100|80|81.8571428571429|8.51329492477445|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|6|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|270|25|74|43|44.3703703703704|11.6646071233398|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|6|ShellHeight_mm|Live Oyster Shells||Natural|54|5|24|15.5|14.8518518518519|6.18399457945834|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|ShellHeight_mm|Dead Oyster Shells||Natural|1383|4|130|48|49.4193781634129|20.90410813919|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|222|75|150|80|84.0585585585586|9.52307004443504|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|2294|25|74|45|46.3788142981691|12.7533173877921|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|7|ShellHeight_mm|Live Oyster Shells||Natural|623|3|24|15|14.4317817014446|5.68786867252316|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|8|ShellHeight_mm|Dead Oyster Shells||Natural|367|10|110|47|46.3732970027248|21.3145745507716|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|8|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|38|75|110|80|83.5789473684211|7.83488932620696|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|8|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|706|25|74|46|46.1699716713881|13.0174788878239|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|8|ShellHeight_mm|Live Oyster Shells||Natural|261|5|24|17|15.9348659003831|5.01531988407922|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|9|ShellHeight_mm|Dead Oyster Shells||Natural|111|10|90|30|34.1621621621622|19.4373307840822|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|9|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|6|80|90|80|81.6666666666667|4.08248290463863|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|9|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|104|26|72|50|46.625|13.11945675823|Loxahatchee River Oyster Mapping and Recruitment|4014
27|Loxahatchee River-Lake Worth Creek Aquatic Preserve|9|ShellHeight_mm|Live Oyster Shells||Natural|48|10|24|20|15.625|5.28194435508486|Loxahatchee River Oyster Mapping and Recruitment|4014
29|Mosquito Lagoon Aquatic Preserve|5|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|78|75|136|84.25|86.225641025641|10.5998705688917|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|5|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|343|25|74.2|46|46.9915451895044|14.2268325555786|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|5|ShellHeight_mm|Live Oyster Shells||Natural|66|3|24.3|18|16.819696969697|6.17808084955862|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|6|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|542|75|125|84|86.5564575645757|9.94676889535142|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|6|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|2762|25|74.9|46.05|47.4880883417813|14.0947019222427|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
29|Mosquito Lagoon Aquatic Preserve|6|ShellHeight_mm|Live Oyster Shells||Natural|753|1|24.9|17.2|15.296812749004|7.18558992664345|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|5|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|22|75.8|149.3|109.9|105.872727272727|21.9509015286862|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|5|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|41|26.5|74.9|53.7|52.3243902439024|12.2312873502302|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|5|ShellHeight_mm|Live Oyster Shells||Natural|4|4.7|23|12.65|13.25|9.45674362558275|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|6|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|104|75|164.3|83|87.1240384615385|13.6705657526858|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|6|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|717|25|74.9|46.1|47.0686192468619|13.2792032942479|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|6|ShellHeight_mm|Live Oyster Shells||Natural|101|5.1|24.9|21|19.5792079207921|4.576446587292|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|7|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|18|76|115|80.5|86.4444444444444|12.2677109529913|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|7|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|342|25|74|40|42.0029239766082|11.9396695892458|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
30|Nassau River-St. Johns River Marshes Aquatic Preserve|7|ShellHeight_mm|Live Oyster Shells||Natural|101|5|24|17|16.4158415841584|5.03391959954204|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
34|Pine Island Sound Aquatic Preserve|2|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|15|75.26|97.36|79.81|80.938|6.62670808169486|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2|ShellHeight_mm|Live Oyster Shells|>75mm|Restored|18|75.39|102.48|85.885|85.1327777777778|8.00461690713961|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|532|25.02|74.93|42.015|43.913045112782|12.1567435167502|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2|ShellHeight_mm|Live Oyster Shells|25-75mm|Restored|191|25.1|73.18|33.57|38.6840837696335|13.6380242462138|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2|ShellHeight_mm|Live Oyster Shells||Natural|176|0|24.91|18.3|16.3080681818182|6.61143716521683|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|2|ShellHeight_mm|Live Oyster Shells||Restored|1588|0|24.97|7.55|9.13215365239295|5.2656434224|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|3|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|24|75.85|106.36|82.42|84.03125|8.45437129665708|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|3|ShellHeight_mm|Live Oyster Shells|>75mm|Restored|6|79.46|104.1|92.015|91.8583333333333|12.809484637044|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|3|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|217|25.06|74.2|43.46|45.9973732718894|14.4175736713345|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|3|ShellHeight_mm|Live Oyster Shells|25-75mm|Restored|195|25.3|74.69|47.06|47.3584102564103|12.5760550595865|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|3|ShellHeight_mm|Live Oyster Shells||Natural|170|6.28|24.95|16.9|16.9764705882353|4.5762994289739|SCCF Oyster Restoration Monitoring|4012
34|Pine Island Sound Aquatic Preserve|3|ShellHeight_mm|Live Oyster Shells||Restored|150|5.34|24.91|16.765|16.4554666666667|4.48675943008372|SCCF Oyster Restoration Monitoring|4012
35|Pinellas County Aquatic Preserve|12|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|9|75|85|80|80.3333333333333|3|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
35|Pinellas County Aquatic Preserve|12|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|991|25|74|38|39.7467204843592|10.8980318323894|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
35|Pinellas County Aquatic Preserve|12|ShellHeight_mm|Live Oyster Shells||Natural|588|2|24|16|15.3350340136054|5.78121823891193|Oyster Integrated Mapping and Monitoring Program (OIMMP) Pilot Monitoring Data|4020
43|St. Martins Marsh Aquatic Preserve|3|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|28|75|112|83|87.3928571428571|10.8246607532652|Assessment of Oysters and Barnacles Along the Chassahowitzka, Homosassa, and Lower Withlacoochee River Systems|5074
43|St. Martins Marsh Aquatic Preserve|3|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|121|34|74|56|55.7892561983471|9.8680359549819|Assessment of Oysters and Barnacles Along the Chassahowitzka, Homosassa, and Lower Withlacoochee River Systems|5074
43|St. Martins Marsh Aquatic Preserve|3|ShellHeight_mm|Live Oyster Shells||Natural|1|22|22|22|22||Assessment of Oysters and Barnacles Along the Chassahowitzka, Homosassa, and Lower Withlacoochee River Systems|5074
43|St. Martins Marsh Aquatic Preserve|5|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|17|75.5|103.1|91.24|88.7729411764706|8.82809914754153|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|5|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|3|72.07|73.78|72.25|72.7|0.939627585801952|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|5|ShellHeight_mm|Dead Oyster Shells||Natural|81|10.09|130.88|80.43|82.7038271604938|19.1453309953041|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|6|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|858|75.02|169.18|88.85|93.0448834498834|15.9126583048567|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|6|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|641|30.22|74.99|64.42|63.611263650546|8.11230225841852|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|6|ShellHeight_mm|Dead Oyster Shells||Natural|30|6.71|125.06|62.965|65.7693333333333|23.2962727421826|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|7|ShellHeight_mm|Dead Oyster Shells|>75mm|Natural|21|75.68|112.07|86.64|88.4442857142857|10.2903219441515|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|7|ShellHeight_mm|Dead Oyster Shells|25-75mm|Natural|22|44.4|74.96|66.05|64.1086363636364|8.07204010057441|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - archaeological oyster data|5072
43|St. Martins Marsh Aquatic Preserve|7|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|276|75.08|110.25|80.815|82.4857246376812|6.96316708377927|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - modern oyster data|5070
43|St. Martins Marsh Aquatic Preserve|7|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|2558|25|74.96|50|50.5993901485536|12.2232051961569|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - modern oyster data|5070
43|St. Martins Marsh Aquatic Preserve|7|ShellHeight_mm|Live Oyster Shells||Natural|134|10.92|24.99|21.185|20.2367164179105|3.97204986303864|Prehistoric baseline reveals substantial decline of oyster reef condition in a Gulf of Mexico conservation priority area - modern oyster data|5070
45|Tomoka Marsh Aquatic Preserve|7|ShellHeight_mm|Live Oyster Shells||Natural|10|0|22.9|8.65|10.05|7.24342613838384|Northern Coastal Basins and Mosquito Lagoon Oyster Condition Assessment|5017
47|Yellow River Marsh Aquatic Preserve|2|ShellHeight_mm|Live Oyster Shells|>75mm|Natural|4|81|102|93|92.25|10.3400515794974|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|5073
47|Yellow River Marsh Aquatic Preserve|2|ShellHeight_mm|Live Oyster Shells|25-75mm|Natural|5|29|71|51|49.2|18.5256578830551|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|5073
47|Yellow River Marsh Aquatic Preserve|2|ShellHeight_mm|Live Oyster Shells||Natural|9|7|18|13|12.8888888888889|3.75647588986155|Deepwater Horizon NRDA Oyster Technical Working Group Oyster Quadrat Abundance Sampling|5073
